@relation bigger_thanfull
@ATTRIBUTE d1 REAL
@ATTRIBUTE h2_1 REAL
@ATTRIBUTE H3_1 REAL
@ATTRIBUTE l1 REAL
@ATTRIBUTE p1 REAL
@ATTRIBUTE d2 REAL
@ATTRIBUTE h2_2 REAL
@ATTRIBUTE H3_2 REAL
@ATTRIBUTE l2 REAL
@ATTRIBUTE p2 REAL
@ATTRIBUTE d3 REAL
@ATTRIBUTE h2_3 REAL
@ATTRIBUTE H3_3 REAL
@ATTRIBUTE l3 REAL
@ATTRIBUTE p3 REAL
@ATTRIBUTE d4 REAL
@ATTRIBUTE h2_4 REAL
@ATTRIBUTE H3_4 REAL
@ATTRIBUTE l4 REAL
@ATTRIBUTE p4 REAL
@ATTRIBUTE d5 REAL
@ATTRIBUTE h2_5 REAL
@ATTRIBUTE H3_5 REAL
@ATTRIBUTE l5 REAL
@ATTRIBUTE p5 REAL
@ATTRIBUTE d6 REAL
@ATTRIBUTE h2_6 REAL
@ATTRIBUTE H3_6 REAL
@ATTRIBUTE l6 REAL
@ATTRIBUTE p6 REAL
@ATTRIBUTE d7 REAL
@ATTRIBUTE h2_7 REAL
@ATTRIBUTE H3_7 REAL
@ATTRIBUTE l7 REAL
@ATTRIBUTE p7 REAL
@ATTRIBUTE d8 REAL
@ATTRIBUTE h2_8 REAL
@ATTRIBUTE H3_8 REAL
@ATTRIBUTE l8 REAL
@ATTRIBUTE p8 REAL
@ATTRIBUTE d9 REAL
@ATTRIBUTE h2_9 REAL
@ATTRIBUTE H3_9 REAL
@ATTRIBUTE l9 REAL
@ATTRIBUTE p9 REAL
@ATTRIBUTE d10 REAL
@ATTRIBUTE h2_10 REAL
@ATTRIBUTE H3_10 REAL
@ATTRIBUTE l10 REAL
@ATTRIBUTE p10 REAL
@attribute class {cancer, normal}
@data
5.271241406148658,6.200293795261377,-0.17308713330621683,220.19159424049812,493.6808924633545,5.2723387204487775,6.170126785974842,-0.17245675632144566,217.41805796714306,486.9234673433952,5.225878728469402,6.218410276868064,-0.17480389285681172,197.76683937823833,443.315221957709,4.877440347071584,6.613198493523587,-0.17404091423767495,139.96203904555315,314.1355748373102,4.026614095613603,7.091103937447315,-0.1405729669563735,76.15524889107935,221.30211927057664,3.7612141652613826,7.765718356079588,-0.14295065840334598,52.3389544688027,160.74738617200674,4.021592442645074,7.566476311278898,-0.16822007549583234,38.02968960863698,109.75843454790824,3.773841961852861,7.1880108991825615,-0.1447637307295686,29.411444141689373,78.25613079019074,3.6375838926174495,6.294059159830972,-0.08279223035903939,17.348993288590606,45.06711409395973,3.566371681415929,6.740373647984267,-0.05210947584104735,13.265486725663717,29.946902654867255,cancer
5.295075805036963,6.213815455817843,-0.17484393062497372,220.10186693396818,497.94436787370006,5.291438748250859,6.220724075726693,-0.17519704947717882,215.43327820887927,489.412542933469,5.2431775195893,6.207579753730966,-0.17432663385545744,199.90867333153201,456.8141042961362,4.9074563722897935,6.3812602292749885,-0.1722462296915575,132.9016393442623,303.6848228450555,4.2297496318114876,6.974347696663002,-0.14494748310962308,70.72783505154639,203.63063328424153,4.132647226986849,6.836585273310804,-0.15016650381844415,43.882790165809034,121.10920526014866,3.9508599508599507,7.42071669284784,-0.16096391768605062,29.204750204750205,79.18427518427518,4.243727598566308,7.028821837416266,-0.18789596134129366,19.2078853046595,48.17562724014337,5.067484662576687,6.248060405851817,-0.2788580377931345,20.05521472392638,42.98159509202454,2.7111111111111112,3.4383838383838383,0.0265809510782839,7.488888888888889,15.022222222222222,cancer
5.383316782522344,6.195061540045257,-0.1758464559119711,222.40739821251242,495.4126117179742,5.292042235385011,6.208263006527537,-0.1751045799785293,216.67344836466648,487.9886685552408,5.259098316132537,6.209762902036055,-0.17566251321502677,202.5048886474742,457.9638783269962,4.96829268292683,6.512043035821293,-0.17378536541162115,139.37421602787455,316.2533101045296,4.237314197847258,7.037707872615034,-0.1492882659399748,83.92721681189134,235.15530497180933,3.961698584512906,7.481675169345551,-0.14833463205289413,45.67360532889259,135.54621149042464,3.3769179452968645,10.095440574089892,-0.12456835245113095,27.47765176784523,86.45496997998666,3.2549668874172184,7.396576719053738,-0.08373579269773117,20.91390728476821,64.88079470198676,2.622950819672131,5.775517776428523,-0.031687111538008794,11.245901639344263,33.74590163934426,2.486111111111111,4.274669774669775,-0.03338770902808607,10625,32.75,cancer
5.2494736842105265,6.2106216884493115,-0.17401016327058957,214.4878947368421,485.81184210526317,5.247191011235955,6.223727030175492,-0.1758550840222203,208.79133226324237,474.3472445157838,5.188277340957827,6.23763058011738,-0.17778029624773714,189.31508220157255,433.5988563259471,4.601547793348672,6.670144986387015,-0.1622259401921046,118.9686258104999,317.77285086801925,4.16178888523512,7.191810173246335,-0.1554118623601046,69.74646497862545,196.3465965143045,3.788187372708758,7.1123834086011986,-0.14293971729587854,42.217922606924645,121.97284453496266,3.670886075949367,6.510483004429069,-0.13571972079748107,21.44484629294756,58.603978300180835,3.0697674418604652,4.655161921321452,-0.055031119350750085,16.088372093023256,45.22790697674419,2.2337662337662336,5.151059466848941,-0.1722000631295016,6.220779220779221,11.428571428571429,2.2028985507246377,5.216538789428815,-0.26946438431805636,5.898550724637682,9.797101449275363,cancer
5.241009946442234,6.195261106509213,-0.1676239446753347,224.1611833715889,509.16424381535325,5.240246406570842,6.198525446752255,-0.16723924308547422,222.42556468172484,506.12243326488704,5.1945786366076225,6.236878974481553,-0.17022971710754545,206.10520665593128,472.7938808373591,5.07537517053206,6.306662716380548,-0.18741760733696955,159.60334242837652,375.0886766712142,5.005280844935189,6.7656862072721555,-0.18509599546214958,117.67306769083054,254.37878060489678,4.260625219529329,6.974096835050444,-0.17080414046031267,67.16930101861608,193.90446083596768,4.2291342664593055,6.803956428308693,-0.1750335385309625,55.28823224468636,160.83670295489893,4.03240058910162,7.141452762797603,-0.16594588174657013,38.942562592047125,113.85272459499264,4.032403240324032,7.007533185751008,-0.16376998366259302,34.87038703870387,101.20612061206121,3.9477611940298507,6.808832549580862,-0.14085803087596824,27.883084577114428,82.50995024875621,cancer
5.315709587654945,6.170664671048642,-0.17323827208316153,225.45737414621806,500.73311409056413,5.328020565552699,6.155913934787846,-0.17437503067738294,222.77994858611825,493.1691516709512,5.246388661760697,6.151812334373957,-0.1720607785383013,211.43172526573997,479.75688198419186,5.068557071069634,6.390252349008164,-0.19517734253341074,143.65936826992103,325.2300789662599,4.096385542168675,6.7890511730561895,-0.14848491544169923,66.83072289156627,194.99698795180723,3.801434087148373,8.486042063147078,-0.13299622317049395,39.61334804191947,119.94263651406509,3.3302961275626424,5.598631177125264,-0.10573814537722545,23.537585421412302,71.25740318906605,3.1621621621621623,4.8184408898694615,-0.04814273883911769,13.297297297297296,33.513513513513516,2.4166666666666665,2.88768115942029,-0.6522195036700454,7.416666666666667,7.916666666666667,2.0,2.142857142857143,-0.9259259259259259,4.0,3.0,cancer
5.4578637922586966,6.137914604101164,-0.17564199788275736,229.3721215090642,504.5737383635473,5.4591760299625465,6.1205477171515374,-0.17590500925923028,226.40424469413233,497.79026217228466,5.422758892243077,6.130025766717225,-0.17834707247097137,209.69431683948025,456.5473159207245,5.222035606315083,6.309165667395381,-0.1860829125759046,153.26335236815586,337.2260665099093,5.22636815920398,6.178949739978881,-0.17411592800689218,120.27960199004976,247.4955223880597,5.19960343688037,5.931261518629181,-0.17939325564517314,104.4699272967614,196.87838730998018,4.410123296560675,6.711664714260431,-0.17478648368080676,47.91109669046074,123.22128487994809,3.6854521625163827,6.466737529368462,-0.16019916671533316,33.23853211009175,100.9305373525557,3.5614366729678637,6.913315575413874,-0.14077345383440454,22.84877126654064,67.83364839319471,3.390557939914163,5.245523161166198,-0.08446641927857511,13.82403433476395,36.892703862660944,cancer
5.358861317546291,6.154318274220625,-0.1716626267789762,227.3065877314523,505.52991560649957,5.346514047866806,6.15313314626218,-0.17421548081244934,215.488813735692,482.40244536940685,5.245055407490532,6.147136252410484,-0.1741585204695072,202.58451395707672,450.03001823537664,4.952485782425243,6.243338500300425,-0.16811176017603666,146.12676573105853,332.86406164006604,4.438176638176638,6.574579814705206,-0.14000583568673894,93.76182336182336,254.52364672364672,4.174590163934426,6.874928921420362,-0.13606744188138128,63.9655737704918,185.1893442622951,3.62426614481409,8.368050836343693,-0.1292888638465898,33.73581213307241,99.52120026092629,3.63265306122449,7.78004020374703,-0.16874955291316854,28.317460317460316,83.35600907029479,3.3972602739726026,5.932948810382119,-0.1501500574130514,22.538812785388128,66.39269406392694,3.1166666666666667,3.965826330532213,0.00343541827251477,11.983333333333333,31.783333333333335,cancer
5.298691494715651,6.1567765345768,-0.17065642661630176,225.81932561650729,505.4994967287368,5.285880678141582,6.149472547204549,-0.1717623459820087,218.03791898537597,492.50938268409476,5.254572961078256,6.14655760660626,-0.1754896103883787,202.9892724522074,459.6734974556457,4.838389409817982,6.512397859952108,-0.17257093615385885,135.4699393270822,314.1794447508733,4.116796762069963,6.800222920367166,-0.15204930794092866,70.86527898236484,201.89881468632552,4.064516129032258,7.175385496232872,-0.155992001892997,53.218548387096774,154.79435483870967,3.8268656716417913,7.580360705806293,-0.1598760760053211,32.850746268656714,90.80746268656716,4.051630434782608,6.555697278911564,-0.14504689030263446,29.940217391304348,74.42663043478261,3.62992125984252,5.488375711929289,-0.12257187873679684,14.51968503937008,35.43307086614173,3.8469387755102042,4.58058608058608,-0.17419236927759524,15.408163265306122,37.36734693877551,cancer
5.38680053875352,6.19260171449764,-0.1734143397069158,228.73111301579527,510.1692175829558,5.401925240655082,6.177915087598003,-0.1762513403251224,224.021377672209,497.27415926990875,5.369447739554501,6.16527792502828,-0.17541342497061818,216.74192698036114,483.6973770923949,5.059826257990493,6.509566236118239,-0.1894416276550257,158.1719390263891,371.9491886575971,4.799162206190365,6.869727006282587,-0.17386327746342203,107.00651617407493,239.06120549220387,3.7949367088607593,8.080957800563894,-0.14101297994062995,41.35274261603376,126.40928270042194,3.5517551755175516,7.5925916916015925,-0.14028109275714276,25.100810081008103,77.30513051305131,3.705685618729097,5.336490763394761,-0.10302655926835469,19.48829431438127,56.34113712374582,4.169014084507042,3.308860253720907,-0.16272778600977472,20.619718309859156,57.929577464788736,2.3333333333333335,2.9384057971014492,-0.677805946070523,6.916666666666667,7.916666666666667,cancer
